NetworkScore,Age,Tenure,MonthlyCharge,NumOfProducts,HasInternetService,IsActiveMember,EstimatedMonthlyUsage,Exited,region_East,region_North,region_South,region_West,gender_Female,gender_Male,gender_Other
0.8485,0.7115,0.25,0.1625,0.3333,0,0,0.8168,0,1,0,0,0,0,1,0
0.8485,0.1731,0.3,0.7515,0.6667,0,1,0.3581,1,0,0,0,1,0,0,1
0.899,0.6538,0.95,0.028,0.3333,1,0,0.5436,0,0,1,0,0,0,1,0
0.7172,0.7308,0.1,0.3868,1,1,0,0.8509,0,1,0,0,0,0,0,1
0.0707,0.5385,0.45,0.4989,0.6667,0,1,0.3631,0,1,0,0,0,0,1,0
0.2626,0.3077,0.65,0.0311,0,0,0,0.2803,0,0,1,0,0,0,0,1
0.8384,0.8846,0.6,0.0423,1,0,1,0.3302,0,1,0,0,0,0,1,0
0.5152,0.4423,0,0.1852,0,0,1,0.0038,0,0,0,1,0,0,0,1
0.5859,0.1731,0.95,0.1006,0,1,1,0.2393,0,0,1,0,0,0,1,0
0.4545,0.1154,0,0.5429,1,1,0,0.3244,1,1,0,0,0,0,0,1
0.4747,0.5,0.1,0.1974,0,0,0,0.3921,0,0,1,0,0,0,0,1
0.8687,0.9231,0.45,0.5013,0.6667,1,1,0.7003,0,1,0,0,0,0,0,1
0.5758,0.2308,0.75,0.7807,1,0,0,0.0165,1,0,0,1,0,0,0,1
0.3636,0.5,0.45,0.8627,1,0,1,0.9066,0,0,1,0,0,0,0,1
0.798,0.8077,0.75,0.9342,0,0,1,0.4816,0,1,0,0,0,0,1,0
0.6465,0,0.45,0.1136,0.3333,1,0,0.6093,1,0,0,1,0,1,0,0
0.6869,0.8269,0.6,0.1971,0.3333,1,0,0.6264,0,0,0,1,0,0,1,0
0.4242,0.5192,0.75,0.0667,0,0,0,0.4023,0,1,0,0,0,0,0,1
0.4343,0.6346,1,0.7795,0.3333,0,0,0.5427,0,0,1,0,0,0,0,1
0.5152,0.0577,0.35,0.0684,0,1,1,0.3102,1,0,1,0,0,0,1,0
0.8788,0.9038,0.15,0.9825,0,1,1,0.5155,0,0,0,0,1,0,1,0
0.6566,0.5,0.95,0.5116,1,0,0,0.0838,1,1,0,0,0,0,1,0
0.9798,0.9423,0.6,0.1266,0.3333,0,0,0.577,0,0,0,1,0,0,0,1
0.1212,0.6538,0.65,0.5178,0.3333,1,1,0.8717,0,0,0,0,1,1,0,0
0.5152,0.0577,0.05,0.4856,0.6667,0,0,0.1222,1,0,0,0,1,0,0,1
0.0202,0.5,0.95,0.1869,1,1,0,0.1224,1,1,0,0,0,1,0,0
0.5152,0.6346,0,0.5088,1,1,0,0.1352,1,1,0,0,0,0,0,1
0.6667,0.25,1,0.6982,0.6667,1,1,0.799,1,1,0,0,0,0,1,0
0.0101,0.3269,0.45,0.4527,1,0,1,0.5902,0,1,0,0,0,0,0,1
0.1818,0.9808,0.45,0.3436,0.3333,0,0,0.9923,1,0,0,1,0,1,0,0
0.4545,0.7885,0,0.692,0.3333,1,0,0.3825,1,1,0,0,0,0,0,1
0.798,0.4231,0.9,0.6501,0.3333,1,1,0.902,0,0,0,0,1,0,1,0
0.5758,0.25,0.75,0.6212,0,0,1,0.2996,1,0,0,0,1,0,1,0
0.4747,0.5,0.65,0.5254,0.6667,1,0,0.7852,1,1,0,0,0,0,0,1
0.9596,0.2115,0.3,0.7328,0.3333,1,0,0.88,1,0,0,0,1,0,1,0
0.8586,0.5962,0.2,0.496,0.6667,1,1,0.8022,1,1,0,0,0,1,0,0
0.2525,0.0192,0.8,0.7895,0.6667,0,0,0.5658,1,0,0,1,0,0,0,1
0.8586,0.1731,0.75,0.6459,1,1,1,0.6728,0,1,0,0,0,0,0,1
0.1616,0.2692,0.4,0.9431,1,0,1,0.2437,0,0,0,1,0,0,0,1
0.8182,0.3654,0.4,0.3322,0,1,0,0.6215,1,0,0,1,0,1,0,0
0.0909,0.4808,0.95,0.1125,0.6667,0,0,0.5022,0,1,0,0,0,0,0,1
0.0303,0.2115,0.3,0.3535,0,0,0,0.448,1,0,0,0,1,0,1,0
0.9495,0.4423,0.5,0.2016,0,1,0,0.0199,0,0,0,0,1,0,0,1
0.8485,0.4038,0.45,0.0716,1,1,0,0.6905,0,0,1,0,0,0,1,0
0.5657,0.5,0.3,0.7691,0.6667,0,0,0.7959,1,0,0,0,1,0,1,0
0.5859,0.4808,0,0.0386,0,1,1,0.6278,1,1,0,0,0,1,0,0
0.4848,0.5769,0.55,0.7631,0,1,1,0.3986,0,0,0,1,0,0,0,1
0.9697,0,0.4,0.2734,0.3333,1,0,0.7203,1,0,0,1,0,0,1,0
0.9899,0.3077,0.6,0.6902,0,1,0,0.8006,1,0,1,0,0,0,0,1
0.0606,0.6154,0.85,0.663,0.3333,1,1,0.1358,1,0,1,0,0,1,0,0
0.8788,0.2115,0.7,0.2872,1,1,1,0.2411,1,1,0,0,0,0,1,0
0.6566,0.1154,0.45,0.5908,0.6667,0,0,0.1203,1,0,1,0,0,1,0,0
0.0303,0.9231,0.9,0.0002,0.6667,0,1,0.6369,0,0,1,0,0,0,0,1
0.5455,0.3846,0.2,0.9932,0.6667,0,0,0.7322,1,0,1,0,0,0,1,0
0.4444,0,0.4,0.4044,1,0,1,0.2218,1,0,1,0,0,0,1,0
0.6162,0.3846,0.7,0.3949,0.3333,0,1,0.9902,1,1,0,0,0,1,0,0
0.6162,0.75,0.9,0.0558,0.6667,0,0,0.5648,1,0,1,0,0,1,0,0
0.0303,0.9808,0.3,0.5161,0,1,1,0.0858,1,0,1,0,0,1,0,0
0.2929,0.3269,0.5,0.3048,0.6667,0,1,0.7074,0,1,0,0,0,0,0,1
0.4747,0.4231,0,0.4675,0.3333,0,0,0.5298,0,0,0,1,0,1,0,0
0.2727,0.5192,0.2,0.3006,0.6667,1,0,0.6178,1,0,1,0,0,0,0,1
0.697,0.9423,0.35,0.4821,1,0,0,0.0784,1,0,1,0,0,0,1,0
0.2929,0.3462,0.45,0.5568,1,1,1,0.7731,1,0,0,1,0,1,0,0
0.4848,0.5385,0.35,0.2277,0.6667,1,0,0.1765,1,0,0,1,0,0,0,1
0.6566,0.5769,0.65,0.9011,1,1,0,0.3014,0,0,1,0,0,0,0,1
0.7576,0.8077,0.9,0.9887,1,0,0,0.3291,1,0,0,0,1,0,0,1
0.1212,0.9808,0.5,0.4799,0.6667,0,1,0.6288,0,0,0,1,0,1,0,0
0.5354,0.6346,0.25,0.7724,0,0,0,0.3141,1,0,0,1,0,0,1,0
0.1818,0.5,0.95,0.2477,0,1,1,0.4704,1,1,0,0,0,0,0,1
0.8485,0.5,0.1,0.9753,0.3333,0,1,0.2874,1,0,0,0,1,0,1,0
0.5859,0.2692,0.9,0.8683,0,0,1,0.4146,0,0,0,1,0,0,0,1
0.0404,0.9423,0.75,0.044,1,1,0,0.5742,0,0,0,0,1,0,1,0
0.6566,0.1346,0.7,0.7475,0.3333,0,1,0.9886,0,0,1,0,0,0,0,1
0.4646,0.75,0.3,0.4971,0.3333,0,0,0.0522,1,0,0,1,0,0,1,0
0.8081,0.6923,0.4,0.5812,1,0,0,0.7768,1,0,0,0,1,0,1,0
0.8283,0.75,0.3,0.2672,0.6667,1,1,0.1419,0,1,0,0,0,0,0,1
0.0909,0.8269,0,0.7277,1,1,1,0.9455,1,0,0,1,0,0,0,1
0.0404,0.4423,0.05,0.1798,0.3333,0,1,0.7131,0,0,1,0,0,0,1,0
0.7778,0.0577,0.3,0.0599,0.3333,0,0,0.8613,1,0,0,1,0,0,1,0
0.9091,0.8269,0.6,0.6286,1,0,0,0.6709,1,0,0,0,1,0,0,1
0.3131,0.7692,0.4,0.3457,0.6667,1,1,0.6498,0,0,0,1,0,0,0,1
0.9495,0.6923,0.2,0.2139,1,1,0,0.7211,0,0,1,0,0,1,0,0
0.5253,0.9808,0.8,0.7544,0.3333,1,0,0.3516,1,0,0,0,1,1,0,0
0.4545,0.5,0.3,0.0207,0.6667,1,0,0.198,1,0,0,1,0,1,0,0
0.7677,0.5,0.3,0.5742,0.3333,1,1,0.4053,0,1,0,0,0,0,1,0
0.0404,0.9615,0,0.252,0,1,1,0.7795,1,0,0,1,0,1,0,0
0.8889,0.1154,0.15,0.3662,1,1,0,0.1515,1,1,0,0,0,1,0,0
0.3636,0.0962,0.7,0.242,1,1,0,0.625,0,0,1,0,0,0,1,0
0.1515,0.5,0.8,0.4495,0.6667,1,1,0.8376,1,0,0,1,0,0,1,0
0.5152,0.3654,0.3,0.0956,1,0,1,0.1827,0,0,1,0,0,0,1,0
0.4949,0.6538,0.55,0.0969,0.6667,1,0,0.7891,1,0,1,0,0,0,0,1
0.2424,0.0192,0.65,0.4609,0.6667,1,0,0.6874,1,0,0,1,0,0,1,0
0.7475,0.1346,0.45,0.7801,0,1,0,0.8685,1,0,0,1,0,1,0,0
0.6061,0.3462,0.3,0.6958,1,1,0,0.1811,0,1,0,0,0,0,0,1
0.7576,0.0385,0.4,0.4587,0,0,0,0.587,1,0,1,0,0,0,0,1
0.0303,0.3846,0.5,0.7377,0.3333,0,1,0.4237,0,0,0,1,0,1,0,0
0.6263,0.0192,0.6,0.343,0.6667,0,1,0.8527,1,0,0,0,1,1,0,0
0.1717,0.5385,0.65,0.1994,0.3333,0,0,0.768,0,0,0,0,1,1,0,0
0.2525,0.8654,0.5,0.9404,0,1,0,0.808,1,0,0,0,1,0,0,1
0.5657,0.3462,0.1,0.6169,0,0,1,0.4885,0,1,0,0,0,0,0,1
0.0606,0.4423,0.95,0.7306,0.6667,0,1,0.7294,0,0,1,0,0,0,0,1
0.7576,0.2885,0.25,0.5363,1,0,1,0.7291,0,1,0,0,0,0,1,0
0.2121,0.3846,0.1,0.9829,0.3333,1,1,0.6936,0,0,0,0,1,0,1,0
0.404,0.4231,0.55,0.7073,0.6667,0,0,0.9034,1,0,0,0,1,1,0,0
0.0606,0.5,0.35,0.2129,0.6667,0,0,0.7122,0,1,0,0,0,0,0,1
0.202,0.3077,0.5,0.0904,0.3333,0,0,0.917,0,0,0,1,0,1,0,0
0.7475,0.0577,0.85,0.8808,0.3333,1,0,0.6448,1,0,1,0,0,0,1,0
0.7677,0.6923,0,0.2947,0,1,0,0.5536,0,0,0,0,1,0,1,0
0.303,0.6346,0.8,0.9786,0.6667,0,1,0.4833,0,1,0,0,0,0,1,0
0.0707,0.1923,0,0.6167,0.6667,1,1,0.5692,1,0,0,1,0,0,1,0
0.6465,0.8269,0.45,0.8375,0.6667,0,0,0.0097,0,1,0,0,0,0,0,1
0.8081,0.1538,0.1,0.6234,0.6667,0,0,0.4776,0,0,0,0,1,0,1,0
0.3939,0.6923,0,0.0472,0.3333,1,0,0.2844,1,0,1,0,0,0,1,0
0.2222,0.7885,0.7,0.3684,0.3333,0,1,0.9678,0,1,0,0,0,0,0,1
0.9697,0.0577,0.1,0.4149,0.3333,1,1,0.4982,1,0,0,1,0,0,0,1
0.0101,0.6346,0.1,0.0726,0.6667,0,0,0.76,0,0,0,0,1,0,1,0
0.5152,0.9231,0,0.9028,0,0,1,0.0099,0,0,0,0,1,0,1,0
0.3737,0.6154,0.8,0.7238,1,1,0,0.8439,1,0,0,0,1,0,1,0
0.4444,0.5,0.35,0.8442,0.3333,1,0,0.9036,1,0,1,0,0,0,0,1
0.8586,0.9423,1,0.7844,0.6667,0,0,0.245,0,0,0,1,0,0,1,0
0.5152,0.7885,0.85,0.1072,0.6667,1,1,0.7942,1,0,0,1,0,1,0,0
0.5657,0.1538,0.55,0.8963,1,1,1,0.7101,1,0,1,0,0,0,1,0
0.5152,0.8462,0.3,0.996,0.6667,0,0,0.9368,1,0,1,0,0,0,0,1
0.4646,0.6154,0.95,0.5139,0,1,1,0.8979,1,0,1,0,0,1,0,0
0.8485,0.8269,0.55,0.7431,1,1,1,0.5762,0,0,0,1,0,0,0,1
0.2424,0.8846,0.75,0.8521,0.6667,1,0,0.1344,1,0,0,0,1,0,1,0
0.0404,1,1,0.2573,0.6667,0,0,0.3431,0,1,0,0,0,0,1,0
0.3434,0.9615,0.1,0.0907,0,1,1,0.1963,0,0,0,1,0,0,1,0
0.5051,0.9038,0.45,0.3863,0,0,1,0.5174,0,0,0,0,1,0,1,0
0.0404,0.4808,0.5,0.4671,1,0,1,0.711,1,0,0,0,1,1,0,0
0.0707,0.8654,0.15,0.7918,0,0,0,0.4593,1,0,0,0,1,1,0,0
0.4343,0.7115,0.45,0.0227,1,0,1,0.2512,0,1,0,0,0,0,0,1
0.1111,0.0385,0.45,0.4249,0.3333,1,0,0.0665,0,0,1,0,0,0,0,1
0.798,0.1538,0.05,0.8098,1,1,1,0.9377,1,0,0,0,1,0,1,0
0.6667,0.3269,0.45,0.735,1,1,1,0.6961,0,0,0,0,1,0,1,0
0.596,0.5192,0.8,0.1381,0.6667,1,0,0.78,1,0,0,1,0,1,0,0
0.5253,0.0192,0.7,0.9245,1,1,1,0.4982,0,0,1,0,0,0,1,0
0.3434,1,0.4,0.3273,1,0,1,0.1544,0,0,1,0,0,0,0,1
0.6263,0.7115,0.7,0.4755,0.3333,0,1,0.7038,0,0,0,0,1,0,0,1
0.9495,0.7115,0.75,0.6454,0.6667,0,0,0.2822,0,0,0,1,0,1,0,0
0.8687,0.7692,0.6,0.2361,0.3333,1,1,0.4118,0,0,0,1,0,0,1,0
0.1414,0.6923,0.25,0.7888,1,1,1,0.8886,0,1,0,0,0,1,0,0
0.8485,0.2885,0.15,0.5774,0.3333,1,0,0.1017,1,0,0,1,0,1,0,0
0.9192,0.3846,0.9,0.6791,0.6667,1,0,0.8372,0,0,0,1,0,0,1,0
0.5152,0,0.5,0.1328,0,0,0,0.8404,0,1,0,0,0,0,0,1
0.6768,1,0.85,0.1766,0.3333,1,0,0.9918,0,0,0,1,0,0,1,0
0.7475,0.7885,0.85,0.0462,1,0,1,0.3289,0,0,0,1,0,0,1,0
0.2929,0.5577,0.5,0.1366,0.6667,1,1,0.7689,0,1,0,0,0,0,0,1
0.4545,0.7308,0.75,0.0631,1,1,0,0.4159,0,0,0,0,1,1,0,0
0.5152,0.6538,0.75,0.2207,0.6667,0,1,0.4944,0,0,1,0,0,0,1,0
1,0.5,0.3,0.9908,0.3333,0,1,0.5845,1,0,0,0,1,1,0,0
0.404,0.0385,0.6,0.304,0,1,1,0.4104,1,0,1,0,0,0,1,0
0.0303,0.7308,0.4,0.4361,0.3333,0,0,0.3542,0,1,0,0,0,0,1,0
0.3838,0.8077,0.1,0.2214,0,0,1,0.7178,0,0,0,1,0,0,1,0
0.7778,0.3462,0.9,0.8992,1,0,0,0.0957,1,0,0,1,0,1,0,0
0.2828,0.2115,0.9,0.547,0.3333,1,0,0.1447,1,0,0,0,1,0,0,1
0.0404,0.8077,0.85,0.0888,1,0,0,0.7528,0,0,1,0,0,1,0,0
0.7576,0.1346,0.5,0.0593,1,1,1,0.4595,1,1,0,0,0,1,0,0
0.9192,0.7308,0.95,0.6443,0.6667,0,1,0.5198,0,0,0,1,0,1,0,0
0.7576,0.1346,0.45,0.7295,0.3333,1,1,0.1314,1,0,1,0,0,0,0,1
0.7879,0.5769,0.15,0.2849,0,1,1,0.9336,0,1,0,0,0,0,1,0
0.6667,0.0769,0.55,0.9848,0,1,0,0.4529,1,0,0,0,1,0,1,0
0.8182,0.75,0.65,0.0557,0,1,0,0.0146,0,1,0,0,0,0,1,0
0.2828,0.4615,0.35,0.7971,0,1,1,0.8465,0,1,0,0,0,0,0,1
0.7778,0.3654,0.65,0.6025,0.6667,0,1,0.926,1,0,0,1,0,1,0,0
0.303,0.6154,0.5,0.0868,0.6667,0,0,0.491,0,0,0,1,0,0,1,0
0.9394,0.9615,0.55,0.9282,0.3333,1,1,0.5355,0,1,0,0,0,0,0,1
0.2929,0.4615,0.3,0.4466,0,0,1,0.5463,0,0,0,1,0,0,0,1
0.8384,0.0577,0.35,0.6917,0,1,1,0.8341,1,1,0,0,0,1,0,0
0.0101,0.6154,0.6,0.351,0,1,0,0.3247,0,0,0,0,1,0,1,0
0.1212,0.6346,0.95,0.684,0.6667,0,1,0.2652,0,0,0,0,1,0,1,0
0.2727,0.4423,1,0.653,0.3333,1,0,0.479,1,0,0,0,1,1,0,0
0.6162,0.5,0.05,0.729,1,1,1,0.5649,0,0,1,0,0,0,1,0
0.9192,0.8077,0,0.7665,1,1,1,0.9362,1,0,0,1,0,1,0,0
0.6364,0.8462,0.1,0.8776,0,1,1,0.6917,0,0,0,0,1,0,0,1
0.0707,0.9038,0.8,0.9693,1,0,1,0.7247,0,1,0,0,0,0,1,0
0.9192,0.9615,0.25,0.9871,0.6667,0,0,0.782,1,0,0,0,1,1,0,0
0.2828,0.5,1,0.9038,1,1,1,0.5404,1,1,0,0,0,0,1,0
0.5051,0.3462,0.95,0.3853,1,0,0,0.5848,0,1,0,0,0,0,0,1
0.0808,0.5,0.75,0.1412,0,0,1,0.4455,0,0,0,0,1,0,0,1
0.3333,0.1346,0.7,0.6548,0,0,1,0.9116,0,1,0,0,0,0,0,1
0.5859,0.8269,0.95,0.1924,0,0,1,0.6473,1,0,0,1,0,1,0,0
0.8182,0.5962,1,0.5713,0,0,1,0.1327,1,1,0,0,0,1,0,0
0.2121,0.4231,0.8,0.5072,1,0,0,0.6034,0,0,0,1,0,0,0,1
0.5758,0.8654,0.55,0.2318,1,1,0,0.7005,0,0,1,0,0,0,0,1
0.4343,0.5,0.3,0.9444,0,1,1,0.4151,0,0,1,0,0,0,0,1
0.4747,0.6923,0.65,0.6392,0.6667,1,0,0.2908,1,0,0,0,1,1,0,0
0.8485,0.3269,0.9,0.2101,0.6667,0,0,0.3302,0,0,0,1,0,0,0,1
0.8586,0.3462,0.75,0.0584,1,1,0,0.4982,0,0,0,0,1,0,1,0
0.8081,0.8077,0.7,0.4959,0.3333,0,1,0.1971,0,0,0,1,0,0,1,0
0.4444,0.75,0.8,0.2214,0.3333,0,1,0.3135,0,0,0,1,0,0,0,1
0.1515,0.3654,0.3,0.8771,0,0,1,0.6206,0,1,0,0,0,0,1,0
0.899,0.7308,0.45,0.4742,1,1,0,0.5579,0,0,1,0,0,0,0,1
0,0.1154,0.8,0.919,1,1,0,0.5247,1,0,0,0,1,1,0,0
0.5556,0.4615,1,0.4892,0.6667,0,0,0.7415,0,0,0,1,0,0,1,0
0.9495,0.5,0.7,0.3635,1,1,1,0.4982,0,0,0,1,0,0,0,1
0.4646,0.1346,1,0.9182,0,1,1,0.9648,1,1,0,0,0,1,0,0
0.7273,0.2115,1,0.2495,0.6667,0,0,0.4982,1,0,0,0,1,1,0,0
0.1414,0.0769,0,0.0097,0.3333,0,0,0.1063,1,1,0,0,0,0,1,0
0.5758,0.4038,0.25,0.0333,0.6667,1,0,0.2705,0,0,0,0,1,0,0,1
0.3232,0.7885,0.45,0.4043,0,1,1,0.4982,1,0,1,0,0,0,1,0
0.8788,0.3462,0,0.0252,1,1,0,0.4729,0,0,0,0,1,1,0,0
0.2121,0.1731,0.7,0.5742,1,0,0,0.0262,1,0,0,1,0,0,1,0
0.7273,0.7115,0.95,0.1506,0,1,0,0.5619,0,0,0,1,0,0,0,1
0.5152,0.7115,0.5,0.0938,1,1,0,0.0065,1,1,0,0,0,0,1,0
0.4343,0.5385,0.45,0.0355,0.6667,0,0,0.8708,0,0,0,1,0,0,0,1
0.7576,0.5,0.8,0.945,0.3333,0,1,0.0737,0,0,1,0,0,0,0,1
0.9899,0.1346,0.6,0.4069,0,0,0,0.2763,1,0,0,0,1,0,0,1
0.5657,0.5192,1,0.4872,0.3333,0,1,0.6001,0,0,1,0,0,0,0,1
0.6667,0.4615,0.6,0.8634,0.6667,0,0,0.7229,0,0,0,1,0,0,1,0
0.5152,0.6923,0.85,0.3302,1,1,0,0.7092,1,1,0,0,0,1,0,0
0.9798,0.4038,0.75,0.2507,0,1,0,0.1173,1,0,0,0,1,1,0,0
0.5758,0.8077,0.9,0.3277,0.6667,0,1,0.6257,0,0,0,0,1,0,1,0
0.9798,0.6731,0,0.7918,0.3333,1,1,0.7556,0,0,0,0,1,0,1,0
0.7374,0.6731,0.1,0.9557,0.6667,1,1,0.0048,0,0,0,0,1,0,1,0
0.5152,0.1154,0.9,0.5641,1,0,0,0.0965,0,0,0,0,1,0,0,1
0.1818,0.9615,0.75,0.1078,1,1,1,0.5832,0,0,1,0,0,0,1,0
0.6364,0.5192,0,0.0042,0.3333,0,0,0.0233,0,1,0,0,0,1,0,0
0.0808,0.7115,0.65,0.7205,0.3333,0,0,0.7897,1,0,0,0,1,0,1,0
0.7071,0.7692,0,0.484,0,0,1,0.0715,0,1,0,0,0,0,0,1
0.6667,0.4808,0.3,0.2943,0.6667,1,1,0.6455,0,0,0,1,0,0,0,1
0.0808,0.5769,0.05,0.6201,1,1,0,0.0038,0,0,0,1,0,0,1,0
0.6566,0.0962,0.3,0.8158,1,1,1,0.4141,0,0,1,0,0,0,0,1
0.5152,0.4038,0.55,0.0868,0,1,0,0.3463,1,1,0,0,0,1,0,0
0.0505,0.7115,1,0.3527,0.6667,1,0,0.0144,0,0,1,0,0,0,0,1
0.6162,0.3846,0.6,0.5154,1,0,1,0.2862,0,0,1,0,0,0,0,1
0.9495,0.2885,0.8,0.2321,0.6667,1,1,0.0505,1,0,0,1,0,1,0,0
0.9091,0.8077,0.15,0.6422,0,0,0,0.3603,1,0,1,0,0,1,0,0
0.6869,0.7885,0.3,0.7449,0,1,1,0.1595,0,0,1,0,0,0,1,0
0.4646,0.8462,0.65,0.4262,0.6667,1,0,0.4982,1,0,0,0,1,1,0,0
0.6465,0.3077,0.65,0.4107,1,0,1,0.6278,1,0,0,1,0,1,0,0
0.2828,0.2308,0.2,0.3173,1,0,0,0.0645,0,0,1,0,0,1,0,0
0,0.5,0.9,0.1466,1,0,0,0.4982,0,0,0,1,0,0,0,1
0.1717,0.9231,1,0.2935,0.3333,0,1,0.0292,1,0,0,1,0,1,0,0
0.5657,0.4808,0,0.0728,0,1,0,0.137,0,0,0,0,1,0,0,1
0.9091,0.9808,0.55,0.2709,0.6667,0,0,0.3059,0,0,0,1,0,0,1,0
0.5556,0.8462,0.95,0.3801,0.6667,0,0,0.388,0,0,0,1,0,0,0,1
0.1818,0.1923,0.75,0.5533,0.3333,0,1,0.4376,1,1,0,0,0,0,1,0
0.2626,0.7115,1,0.2928,0,1,1,0.8282,0,1,0,0,0,0,0,1
0.5859,0.9038,0.65,0.0331,0,0,0,0.1157,1,0,0,0,1,1,0,0
0.9697,0.25,0.9,0.356,0,0,1,0.9779,1,0,0,1,0,1,0,0
0.7374,0.8462,0.15,0.7461,1,1,1,0.589,1,0,0,1,0,1,0,0
0.303,0.1923,0.3,0.6783,0.6667,1,0,0.0582,1,0,0,1,0,0,1,0
0.3939,0.4231,0.6,0.8082,0,0,0,0.6,1,0,1,0,0,0,1,0
0.7374,0.2692,0,0.309,1,0,1,0.1534,0,0,0,1,0,0,0,1
0.8384,0.8462,0.6,0.0303,0,1,1,0.0899,1,0,0,1,0,1,0,0
0.6162,0.0577,0.3,0.467,1,1,1,0.0192,0,0,1,0,0,1,0,0
0.4545,0.4423,0.25,0.0842,1,0,0,0.7476,0,0,0,1,0,0,1,0
0.101,0.1154,0.25,0.2859,0.3333,0,0,0.9883,1,0,0,0,1,1,0,0
0.8081,0.6538,0.15,0.1369,0,0,0,0.1805,0,0,1,0,0,0,1,0
0.6465,0.5,0.05,0.3618,0,0,1,0.9051,0,0,1,0,0,0,1,0
0.4646,0.9423,0,0.0372,0.6667,0,0,0.179,1,0,0,1,0,1,0,0
0.8889,0.1923,0,0.746,0.3333,1,1,0.9752,1,1,0,0,0,1,0,0
0.0909,0.1538,1,0.1025,0.6667,1,0,0.8603,1,0,0,0,1,0,1,0
0.7374,0.5385,0.9,0.6084,0.3333,0,0,0.5149,1,0,0,0,1,1,0,0
0.0707,0.9038,0.6,0.7137,1,1,1,0.0409,0,0,0,0,1,0,0,1
0.3838,0.5,0.55,0.4158,1,0,1,0.0633,0,1,0,0,0,0,0,1
0.5152,0.9231,0.25,0.0247,0,0,1,0.0753,0,0,0,0,1,0,0,1
0.1313,0.5577,0.75,0.6335,0,0,0,0.307,1,0,0,0,1,0,0,1
0.5152,0.75,0.35,0.5358,0.6667,0,1,0.6598,0,0,0,1,0,0,1,0
0.4949,0.2308,0.75,0.5169,1,0,1,0.0555,0,0,0,1,0,0,1,0
0.2727,0.1538,0.05,0.9343,0,0,1,0.4496,1,0,1,0,0,1,0,0
0.8586,0.1538,0.75,0.9304,1,0,1,0.5163,0,0,0,1,0,1,0,0
0.3838,0.9231,0.55,0.9445,0.6667,1,1,0.226,0,0,1,0,0,0,0,1
0.6768,0.4423,0,0.3415,0.3333,1,0,0.6112,1,0,0,0,1,1,0,0
0.5455,0.3462,1,0.8974,1,0,0,0.1245,0,0,0,0,1,0,1,0
0.5657,0.6731,0.3,0.6654,0.6667,0,0,0.7831,0,0,0,0,1,0,1,0
0.8081,0.0192,0.95,0.325,1,1,1,0.5609,1,0,1,0,0,0,1,0
0.4444,0.4423,0.7,0.9088,0,1,0,0.4374,1,0,0,0,1,1,0,0
0.5152,0.5962,0.85,0.8237,0,0,0,0.8619,0,1,0,0,0,0,0,1
0.7677,0.5769,0.8,0.1922,0.3333,0,1,0.1748,0,1,0,0,0,0,0,1
0.3333,0.0577,0.85,0.2403,0.6667,1,1,0.4982,1,0,1,0,0,1,0,0
0.3434,0.2885,1,0.1039,1,1,0,0.3677,1,0,0,0,1,1,0,0
0.2323,1,0.35,0.9803,1,1,1,0.2002,0,0,0,1,0,0,0,1
0.1111,0.0962,0.05,0.5463,0.6667,0,0,0.8053,1,0,1,0,0,0,0,1
0.5758,0.8654,0.6,0.9919,0.3333,1,0,0.7155,1,0,1,0,0,1,0,0
0.9394,0.8654,0.95,0.7685,1,0,1,0.1281,0,0,0,0,1,0,0,1
0.4747,0.3462,0,0.4419,0,0,0,0.4982,0,1,0,0,0,0,0,1
0.1818,0.4423,0.05,0.8287,0,0,1,0.4359,1,1,0,0,0,1,0,0
0.4747,0.0577,0.55,0.0743,1,0,0,0.0996,1,1,0,0,0,0,0,1
0.7778,1,0.15,0.658,0,0,0,0.5995,1,0,0,0,1,1,0,0
0.6162,0.7308,0.1,0.4079,0,0,1,0.5471,1,0,1,0,0,1,0,0
0.7273,0.9038,0.2,0.8692,1,0,0,0.1563,0,0,0,1,0,1,0,0
0.6465,0.1346,0.6,0.6969,0.3333,0,0,0.5117,1,0,0,1,0,1,0,0
0.596,1,1,0.7575,1,0,0,0.421,0,0,1,0,0,0,1,0
0.9293,0.7115,0.95,0.2049,0.6667,0,0,0.0224,0,0,0,0,1,0,0,1
0.4242,0.6346,0.7,0.4741,0,0,0,0.1479,0,0,0,1,0,1,0,0
0.1111,0.8462,1,0.8268,0.6667,1,0,0.4966,1,0,0,0,1,0,0,1
0.6667,0.2885,0.6,0.2714,0.3333,0,0,0.5093,1,0,0,1,0,1,0,0
0.5152,0.2308,1,0.0286,0.3333,0,0,0.4982,1,1,0,0,0,0,0,1
0.5253,0.5385,0.6,0.8978,0.6667,0,0,0.467,0,1,0,0,0,1,0,0
0.8081,0,0.15,0.3669,0,0,0,0.806,1,1,0,0,0,0,0,1
0.3737,0.0577,0.25,0.8667,0,0,0,0.7984,1,0,0,1,0,0,1,0
0.4646,0.4808,0.35,0.216,0,1,1,0.1935,1,0,1,0,0,1,0,0
0.5152,0.5,0.35,0.3921,0.3333,1,0,0.8427,0,1,0,0,0,0,0,1
0.1313,0.4808,0.3,0.6669,1,0,0,0.9843,0,1,0,0,0,0,0,1
0.0202,0.25,0,0.7028,0.3333,1,0,0.1167,0,0,0,1,0,0,0,1
0.6869,0.6346,0.65,0.1037,1,1,0,0.3091,0,1,0,0,0,0,1,0
